Iteration, Minimum cost
23200000, 42
23300000, 42
23400000, 42
23500000, 42
23600000, 42
23700000, 42
23800000, 42
23900000, 42
24000000, 42
24100000, 42
24200000, 42
24300000, 42
24400000, 42
24500000, 42
24600000, 42
24700000, 42
24800000, 42
24900000, 42
25000000, 42
25100000, 42
25200000, 42
25300000, 42
25400000, 42
25500000, 42
25600000, 42
25700000, 42
25800000, 42
25900000, 42
26000000, 42
26100000, 42
26200000, 42
26300000, 42
26400000, 42
26500000, 42
26600000, 42
26700000, 42
26800000, 42
26900000, 42
27000000, 42
27100000, 42
27200000, 42
27300000, 42
27400000, 42
27500000, 42
27600000, 42
27700000, 42
27800000, 42
27900000, 42
28000000, 42
28100000, 42
28200000, 42
28300000, 42
28400000, 42
28500000, 42
28600000, 42
28700000, 42
28800000, 42
28900000, 42
29000000, 42
29100000, 42
29200000, 41
29300000, 41
29400000, 41
29500000, 41
29600000, 41
29700000, 41
29800000, 41
29900000, 41
30000000, 41
30100000, 41
30200000, 41
30300000, 41
30400000, 41
30500000, 41
30600000, 41
30700000, 41
30800000, 41
30900000, 41
31000000, 41
31100000, 41
31200000, 41
31300000, 41
31400000, 41
31500000, 41
31600000, 41
31700000, 41
31800000, 41
31900000, 41
32000000, 41
32100000, 41
32200000, 41
32300000, 41
32400000, 41
32500000, 41
32600000, 41
32700000, 41
32800000, 41
32900000, 41
33000000, 41
33100000, 41
33200000, 41
33300000, 41
33400000, 41
33500000, 41
33600000, 41
33700000, 41
33800000, 41
33900000, 41
34000000, 41
34100000, 41
34200000, 41
34300000, 41
34400000, 41
34500000, 41
34600000, 41
34700000, 41
34800000, 41
34900000, 41
35000000, 41
35100000, 41
35200000, 41
35300000, 41
35400000, 41
35500000, 41
35600000, 41
35700000, 41
35800000, 41
35900000, 41
36000000, 41
36100000, 41
36200000, 41
36300000, 41
36400000, 41
36500000, 41
36600000, 41
36700000, 41
36800000, 41
36900000, 41
37000000, 41
37100000, 41
37200000, 41
37300000, 41
37400000, 41
37500000, 41
37600000, 41
37700000, 41
37800000, 41
37900000, 41
38000000, 41
38100000, 41
38200000, 41
38300000, 41
38400000, 41
38500000, 41
38600000, 41
38700000, 41
38800000, 41
38900000, 41
39000000, 41
39100000, 41
39200000, 41
39300000, 41
39400000, 41
39500000, 41
39600000, 41
39700000, 41
39800000, 41
39900000, 41
40000000, 41
40100000, 41
40200000, 41
40300000, 41
40400000, 41
40500000, 41
40600000, 41
40700000, 41
40800000, 41
40900000, 41
41000000, 41
41100000, 41
41200000, 41
41300000, 41
41400000, 41
41500000, 41
41600000, 41
41700000, 41
41800000, 41
41900000, 41
42000000, 41
42100000, 41
42200000, 41
42300000, 41
42400000, 41
42500000, 41
42600000, 41
42700000, 41
42800000, 41
# Register configuration:
Cost: 41
Allocation: -1 -1 2 -1 -1 -1 -1  0 2 -1 -1 -1 -1  0 2 -1 -1 -1 -1  0 2 -1  1 -1 -1  0 2  2  1 -1 -1  0 2  2  1  3 0  0 2  2  1  3 0  0 2  2  1  3 0 0 2 2 1 3 0 0 2 2 1 3 2 0 2 2 1 3 2 0 2 2 1 3 2 0 2 2 1 3 0 0 2 2 1 3 0 0 2 2 1 3 0 0 2 2 1 3 0 0 2 2 1 3 0 0 2 2 1 3 0 4 2 2 1 3 0 4 2 2 1 3 0 4 2 2 1 3 0 4 2 2 1 3 0 4 2 2 1 3 0 4 2 2 1 3 0 4 2 2 1 3 0 4 2 2 1 3 0 4 2 2 1 3 0 5 2 2 1 3 1 5 2 2 1 3 1 5 2 2 1 3 1 5 2 2 1 3 1 5 2 2 1 3 1 5 2 2 1 3 1 5 2 2 1 3 3 5 2 2 1 3 0 5 2 2 1 3 0 5 2 2 1 3 0 5 2 2 1 3 0 5 2 2 1 3 0 5 2 2 1 3 0 5 2 2 1 3 0 5 2 2 1 3 0 5 2 2 1 3 0 5 2 2 1 3 
